,epsilon,distance_epsilon,mu,distance_mu,time,real_epsilon,real_mu,T,N,edge_per_t,ensemble_size,calibration_batches
197,0.06470000000000001,0.02529999999999999,0.87,0.5900000000000001,24.297621488571167,0.09,0.27999999999999997,100,100,16,1,200
198,0.46480000000000005,0.054800000000000015,0.23,0.20999999999999988,25.031400203704834,0.41000000000000003,0.4399999999999999,100,100,16,1,200
199,0.2657,0.06430000000000002,0.39,0.04999999999999988,16.33732318878174,0.33,0.4399999999999999,100,100,1,1,200
200,0.1986,0.028599999999999987,0.88,0.28,18.697530031204224,0.17,0.6,100,100,16,1,200
201,0.329,0.08100000000000002,0.46,0.13999999999999996,11.488911390304565,0.41000000000000003,0.6,100,100,1,1,200
202,0.3049,0.014899999999999969,0.41000000000000003,0.21000000000000005,22.37129855155945,0.29000000000000004,0.19999999999999998,100,100,8,1,200
203,0.35750000000000004,0.012499999999999956,0.54,0.3400000000000001,22.032957315444946,0.37,0.19999999999999998,100,100,16,1,200
204,0.4093,0.0007000000000000339,0.2,0.4799999999999999,21.374160766601562,0.41000000000000003,0.6799999999999999,100,100,8,1,200
205,0.42150000000000004,0.02849999999999997,0.51,0.08999999999999997,22.724265336990356,0.45,0.6,100,100,4,1,200
206,0.1331,0.036900000000000016,0.96,0.20000000000000007,14.79567575454712,0.17,0.7599999999999999,100,100,1,1,200
207,0.45330000000000004,0.003300000000000025,0.25,0.42999999999999994,21.416107177734375,0.45,0.6799999999999999,100,100,16,1,200
208,0.47300000000000003,0.02300000000000002,0.21,0.30999999999999994,18.393784046173096,0.45,0.5199999999999999,100,100,8,1,200
209,0.4661,0.016100000000000003,0.04,0.31999999999999995,16.351444244384766,0.45,0.35999999999999993,100,100,1,1,200
210,0.3043,0.10570000000000002,0.71,0.6699999999999999,23.359009265899658,0.41000000000000003,0.04,100,100,8,1,200
211,0.3849,0.06509999999999999,0.74,0.62,22.022531747817993,0.45,0.12,100,100,4,1,200
212,0.2409,0.009099999999999997,0.1,0.33999999999999986,17.502302408218384,0.25,0.4399999999999999,100,100,16,1,200
213,0.308,0.09799999999999998,0.97,0.53,18.231133460998535,0.21000000000000002,0.4399999999999999,100,100,16,1,200
214,0.3387,0.031299999999999994,0.48,0.3599999999999999,19.33833336830139,0.37,0.8399999999999999,100,100,8,1,200
