N,T,edge_per_t,tot_edges,epsilon,epsilon0,mu,epsilon_pgabm,time_pgabm,epochs_pgabm,distance_epsilon_pgabm
464,100,4,400,0.04740604314368224,0.25,0.49658139594316875,0.04483034224557783,0.2567017078399658,379,0.0025757008981044105
464,464,4,1856,0.12178707986288156,0.25,0.604687966840819,0.12077636567351573,0.2495555877685547,186,0.0010107141893658383
464,2154,4,8616,0.24722818606562907,0.25,0.010498208953339281,0.24906676494427313,5.9769439697265625,500,0.0018385788786440538
464,10000,4,40000,0.4998674230751875,0.25,0.01319733326516489,0.49065326414785004,9.974655866622925,313,0.009214158927337457
2154,100,4,400,0.051762940331256,0.25,0.455701734905828,0.06438253484773095,0.21871662139892578,304,0.012619594516474944
2154,464,4,1856,0.3942590879691507,0.25,0.22052491856731793,0.3928944828616234,0.26892662048339844,180,0.001364605107527339
2154,2154,4,8616,0.07405653378506172,0.25,0.204494774038622,0.07568490992678639,4.27453351020813,279,0.0016283761417246745
2154,10000,4,40000,0.27507606814190716,0.25,0.038320779626016974,0.27495316621462984,2.8788580894470215,115,0.00012290192727731908
10000,100,4,400,0.49232286863802555,0.25,0.7568759718759154,0.4752099638723149,0.25737810134887695,292,0.017112904765710646
10000,464,4,1856,0.25964718663368486,0.25,0.8395931095118496,0.26313386051487103,1.1499478816986084,500,0.0034866738811861753
10000,2154,4,8616,0.48491804913415765,0.25,0.05823994818830767,0.482186003801689,4.199686050415039,280,0.0027320453324686245
10000,10000,4,40000,0.30010320914537153,0.25,0.028888672135206635,0.29795322465216617,4.1672186851501465,123,0.002149984493205359
