,N,T,edge_per_t,tot_edges,epsilon,epsilon0,mu,epsilon_pgabm,time_pgabm,epsilon_calibration,time_calibration,distance_pgabm_real,distance_calibration_real,compare_all_s,calibration_batches
37,215,464,1,464,0.06753957902336566,0.3764155414192242,0.021524805274197978,0.06235980612222559,0.33789825439453125,0.0699,6.961629152297974,0.0051797729011400714,0.002360420976634345,False,10
38,215,464,1,464,0.13214874136345034,0.4547722946583827,0.31058725179421,0.1171143286327787,0.21335458755493164,0.12760000000000002,10.208227157592773,0.015034412730671645,0.00454874136345032,True,20
39,215,464,1,464,0.13214874136345034,0.4547722946583827,0.31058725179421,0.11513219735472183,0.22513699531555176,0.1213,13.959338188171387,0.017016544008728512,0.010848741363450334,False,20
40,215,464,1,464,0.13214874136345034,0.4547722946583827,0.31058725179421,0.11747743507196622,0.21267032623291016,0.1265,26.100064039230347,0.014671306291484124,0.005648741363450338,True,50
41,215,464,1,464,0.13214874136345034,0.4547722946583827,0.31058725179421,0.1176007939565248,0.20164799690246582,0.124,36.59415340423584,0.01454794740692554,0.00814874136345034,False,50
42,215,1000,1,1000,0.13214874136345034,0.4547722946583827,0.31058725179421,0.12453492620500829,0.29363584518432617,0.1345,10.630386352539062,0.007613815158442047,0.002351258636549669,True,10
43,215,1000,1,1000,0.13214874136345034,0.4547722946583827,0.31058725179421,0.12814651667457258,0.2802433967590332,0.13570000000000002,14.686163187026978,0.004002224688877759,0.0035512586365496757,False,10
44,215,1000,1,1000,0.3872386330075398,0.3314524916533012,0.889827341447375,0.38053535808994693,0.07497739791870117,0.3874,21.18554997444153,0.006703274917592872,0.00016136699246022124,True,20
45,215,1000,1,1000,0.3872386330075398,0.3314524916533012,0.889827341447375,0.3852644018981522,0.06631660461425781,0.3957,29.362473964691162,0.001974231109387603,0.008461366992460195,False,20
46,215,1000,1,1000,0.3872386330075398,0.3314524916533012,0.889827341447375,0.38318869640925024,0.07183265686035156,0.3869,53.14036846160889,0.004049936598289561,0.0003386330075397792,True,50
47,215,1000,1,1000,0.3872386330075398,0.3314524916533012,0.889827341447375,0.36972456839200346,0.06733298301696777,0.37320000000000003,73.55735731124878,0.01751406461553634,0.01403863300753977,False,50
48,464,100,1,100,0.3872386330075398,0.3314524916533012,0.889827341447375,0.3743337301730895,0.04745030403137207,0.39080000000000004,1.4284555912017822,0.012904902834450283,0.0035613669924602354,True,10
49,464,100,1,100,0.3872386330075398,0.3314524916533012,0.889827341447375,0.3663172969246151,0.0468597412109375,0.38270000000000004,1.775198221206665,0.02092133608292468,0.004538633007539761,False,10
